"motion" "time" "V1" "V2" "RT" "Correct" "Onset" "Offset" "UK1" "UK2" "UK3" "run" "day" "direction" "response" "RToffset"
0.011 0.588 0 0 0.91291 1 43.006 43.622 43.988 0.61607 0.36627 35 "035.txt" "left" "left" 0.29684
0.103 0.759 0 0 1.0631 1 49.954 50.753 51.119 0.79934 0.36616 35 "035.txt" "left" "left" 0.26376
0.603 1.44 0 0 1.7302 1 56.402 57.868 58.226 1.4658 0.35823 35 "035.txt" "left" "left" 0.2644
0.062 0.423 0 0 0.80287 1 68.198 68.648 69.02 0.44946 0.37276 35 "035.txt" "left" "left" 0.35341
0.143 1.25 180 180 1.515 1 78.145 79.427 79.787 1.2825 0.35992 35 "035.txt" "right" "right" 0.2325
0.331 0.805 0 0 1.1072 1 84.11 84.942 85.303 0.83263 0.36045 35 "035.txt" "left" "left" 0.27457
0.121 0.341 0 0 0.68755 1 91.507 91.874 92.24 0.36611 0.36627 35 "035.txt" "left" "left" 0.32144
0.603 0.666 180 180 0.98822 1 98.822 99.521 99.879 0.69935 0.35833 35 "035.txt" "right" "right" 0.28887
0.011 1.83 180 0 2.1539 0 108.4 110.25 110.62 1.849 0.36541 35 "035.txt" "right" "left" 0.3049
0.143 1.09 0 0 1.3831 1 114.57 115.68 116.04 1.1159 0.36049 35 "035.txt" "left" "left" 0.2672
0 0.516 0 0 0.84763 1 123.45 124 124.36 0.54936 0.35909 35 "035.txt" "left" "left" 0.29827
0.019 2.52 180 180 2.5451 1 129.18 131.73 132.09 2.5488 0.35951 35 "035.txt" "right" "right" -0.00369999999999981
0.216 0.22 180 180 0.54716 1 135.68 135.91 136.27 0.23283 0.36089 35 "035.txt" "right" "right" 0.31433
0.45 0.625 0 0 0.91925 1 141.19 141.84 142.21 0.64942 0.36436 35 "035.txt" "left" "left" 0.26983
0.45 1.09 0 0 1.3863 1 146.36 147.47 147.84 1.116 0.36598 35 "035.txt" "left" "left" 0.2703
0.76 0.964 0 0 1.2302 1 151.27 152.25 152.62 0.98269 0.36612 35 "035.txt" "left" "left" 0.24751
0.387 0.368 0 0 0.68989 1 157.85 158.25 158.61 0.3995 0.35952 35 "035.txt" "left" "left" 0.29039
0.026 1.34 180 180 1.6735 1 165.32 166.68 167.04 1.3658 0.35988 35 "035.txt" "right" "right" 0.3077
0.131 0.516 0 0 0.8232 1 172.53 173.08 173.44 0.54941 0.35943 35 "035.txt" "left" "left" 0.27379
0.056 1.44 0 180 1.7775 0 176.88 178.35 178.71 1.4658 0.36445 35 "035.txt" "left" "right" 0.3117
0.216 0.805 180 180 1.1375 1 182.2 183.03 183.39 0.83254 0.35888 35 "035.txt" "right" "right" 0.30496
0.76 0.22 0 0 0.52931 1 191.14 191.39 191.76 0.24943 0.36566 35 "035.txt" "left" "left" 0.27988
0.111 0.453 180 180 0.81014 1 199.01 199.49 199.85 0.48276 0.36348 35 "035.txt" "right" "right" 0.32738
0.103 0.551 180 180 0.86833 1 203.54 204.12 204.49 0.58281 0.36389 35 "035.txt" "right" "right" 0.28552
0.192 0.516 180 180 0.83955 1 210.74 211.29 211.65 0.54935 0.3593 35 "035.txt" "right" "right" 0.2902
0.387 1.44 0 0 1.7478 1 215.82 217.28 217.64 1.4658 0.35916 35 "035.txt" "left" "left" 0.282
0.111 1.56 180 180 1.8795 1 221.22 222.8 223.16 1.5824 0.35903 35 "035.txt" "right" "right" 0.2971
0.131 0.22 0 0 0.57884 1 226.6 226.85 227.21 0.24945 0.36628 35 "035.txt" "left" "left" 0.32939
0.039 0.341 180 180 0.67236 1 240.64 241.01 241.37 0.36627 0.35979 35 "035.txt" "right" "right" 0.30609
1 0.453 0 0 0.7455 1 245.03 245.51 245.87 0.48297 0.35985 35 "035.txt" "left" "left" 0.26253
0.056 3.3 180 180 3.6234 1 249.46 252.79 253.15 3.3319 0.36033 35 "035.txt" "right" "right" 0.2915
0.075 0.395 180 180 0.71926 1 259.24 259.65 260.02 0.41615 0.36406 35 "035.txt" "right" "right" 0.30311
0.011 0.906 180 180 1.2308 1 264.09 265.02 265.38 0.9326 0.36217 35 "035.txt" "right" "right" 0.2982
0.045 0.516 0 180 0.8505 0 270.62 271.17 271.53 0.54949 0.36204 35 "035.txt" "left" "right" 0.30101
0.026 1.56 0 0 1.8654 1 276.42 278 278.36 1.5824 0.36085 35 "035.txt" "left" "left" 0.283
0 0.759 180 0 1.0645 0 283.26 284.05 284.41 0.78263 0.35939 35 "035.txt" "right" "left" 0.28187
0.081 1.34 180 180 1.6539 1 295.09 296.46 296.82 1.3659 0.36561 35 "035.txt" "right" "right" 0.288
0.247 2.24 180 180 2.5484 1 300.82 303.09 303.45 2.2655 0.36072 35 "035.txt" "right" "right" 0.2829
1 0.395 180 180 0.70406 1 309.47 309.89 310.25 0.41615 0.36625 35 "035.txt" "right" "right" 0.28791
0.088 2.24 0 0 2.5638 1 313.74 316 316.36 2.2655 0.35884 35 "035.txt" "left" "left" 0.2983
0.026 1.69 0 0 1.9883 1 319.77 321.48 321.85 1.7157 0.36643 35 "035.txt" "left" "left" 0.2726
1 1.17 0 0 1.4754 1 332.91 334.11 334.48 1.1991 0.36249 35 "035.txt" "left" "left" 0.2763
0.062 0.964 180 180 1.2782 1 349.93 350.91 351.27 0.9826 0.35869 35 "035.txt" "right" "right" 0.2956
0.331 0.551 0 0 0.84819 1 357.51 358.09 358.45 0.58265 0.36021 35 "035.txt" "left" "left" 0.26554
0.081 0.293 0 0 0.68674 NA 362.11 362.42 362.79 0.31616 0.36499 35 "035.txt" "left" "left" 0.37058
0.216 0.588 180 180 0.88668 1 370.17 370.79 371.14 0.61615 0.35892 35 "035.txt" "right" "right" 0.27053
0.026 0.625 0 180 0.97117 0 380.63 381.28 381.65 0.64936 0.36598 35 "035.txt" "left" "right" 0.32181
0.603 1.25 0 0 1.5529 1 387.11 388.4 388.76 1.2825 0.36584 35 "035.txt" "left" "left" 0.2704
0.45 0.368 180 180 0.71282 1 394.35 394.74 395.11 0.39943 0.36619 35 "035.txt" "right" "right" 0.31339
0.76 0.964 180 180 1.2583 1 398.54 399.53 399.89 0.98273 0.36202 35 "035.txt" "right" "right" 0.27557
0.157 0.423 0 0 0.66806 1 10.463 10.839 11.204 0.37631 0.36469 36 "036.txt" "left" "left" 0.29175
0.918 1.09 180 180 1.3738 1 16.337 17.436 17.797 1.0992 0.36024 36 "036.txt" "right" "right" 0.2746
0.331 0.964 0 0 1.2482 1 22.502 23.485 23.845 0.98275 0.36004 36 "036.txt" "left" "left" 0.26545
0.285 0.271 180 180 0.58892 1 29.233 29.533 29.899 0.29952 0.36617 36 "036.txt" "right" "right" 0.2894
0.173 1.09 180 180 1.4131 1 33.915 35.031 35.397 1.1159 0.36614 36 "036.txt" "right" "right" 0.2972
0.247 0.588 0 0 0.88845 1 40.53 41.146 41.513 0.61605 0.36743 36 "036.txt" "left" "left" 0.2724
0.045 1.09 0 180 1.4076 0 46.294 47.41 47.773 1.1159 0.36236 36 "036.txt" "left" "right" 0.2917
0.075 0.516 180 180 0.8459 1 52.559 53.108 53.467 0.54933 0.35879 36 "036.txt" "right" "right" 0.29657
0.096 0.854 0 0 1.1642 1 57.591 58.457 58.816 0.86601 0.35883 36 "036.txt" "left" "left" 0.29819
0.096 0.551 180 180 0.88084 1 62.889 63.472 63.833 0.58265 0.36143 36 "036.txt" "right" "right" 0.29819
0.285 0.551 0 0 0.87206 1 70.77 71.353 71.712 0.58274 0.35925 36 "036.txt" "left" "left" 0.28932
0.157 2.02 0 0 2.3466 1 77.734 79.784 80.143 2.0491 0.35935 36 "036.txt" "left" "left" 0.2975
0.45 0.854 180 180 1.1671 1 85.882 86.764 87.126 0.88257 0.36191 36 "036.txt" "right" "right" 0.28453
0.331 0.588 180 180 0.90817 1 92.43 93.046 93.407 0.61598 0.36163 36 "036.txt" "right" "right" 0.29219
0.111 0.906 0 0 1.227 1 97.045 97.978 98.337 0.9326 0.35977 36 "036.txt" "left" "left" 0.2944
0.192 0.516 0 0 0.84585 1 102.94 103.49 103.85 0.54935 0.35864 36 "036.txt" "left" "left" 0.2965
0.216 2.24 180 180 2.5392 1 107.29 109.56 109.92 2.2656 0.35865 36 "036.txt" "right" "right" 0.2736
0.603 0.271 180 180 0.62292 1 115.94 116.24 116.6 0.29943 0.36155 36 "036.txt" "right" "right" 0.32349
0.121 0.964 180 0 1.2608 0 122.92 123.9 124.27 0.98263 0.36389 36 "036.txt" "right" "left" 0.27817
0.045 1.56 0 0 1.8977 1 127.74 129.32 129.68 1.5824 0.35963 36 "036.txt" "left" "left" 0.3153
0.247 0.293 180 180 0.59419 1 134.75 135.07 135.43 0.31608 0.36591 36 "036.txt" "right" "right" 0.27811
0.051 0.423 180 180 0.77309 1 142.86 143.31 143.67 0.44938 0.35965 36 "036.txt" "right" "right" 0.32371
0.096 0.423 0 0 0.74775 1 153.13 153.58 153.94 0.44953 0.36062 36 "036.txt" "left" "left" 0.29822
0.088 2.93 0 0 3.2563 1 157.34 160.29 160.65 2.9486 0.36033 36 "036.txt" "left" "left" 0.3077
0.045 0.906 180 180 1.2602 1 164.07 165.01 165.37 0.93266 0.36375 36 "036.txt" "right" "right" 0.32754
0.026 0.964 180 180 1.2981 1 179.87 180.85 181.21 0.98266 0.35926 36 "036.txt" "right" "right" 0.31544
0.056 2.93 180 180 3.2243 1 189.33 192.28 192.64 2.9484 0.36145 36 "036.txt" "right" "right" 0.2759
0.103 2.52 180 180 2.8455 1 205.28 207.83 208.19 2.5488 0.36589 36 "036.txt" "right" "right" 0.2967
0.121 0.759 0 0 1.0733 1 217.62 218.41 218.77 0.78263 0.35987 36 "036.txt" "left" "left" 0.29067
0.143 1.83 180 180 2.1636 1 222.41 224.25 224.61 1.8491 0.35946 36 "036.txt" "right" "right" 0.3145
0.081 1.56 0 0 1.8785 1 228.55 230.14 230.49 1.5824 0.35891 36 "036.txt" "left" "left" 0.2961
0.143 0.341 0 0 0.66331 1 234.15 234.52 234.88 0.36616 0.36076 36 "036.txt" "left" "left" 0.29715
0.603 0.423 180 180 0.76366 1 240.77 241.22 241.57 0.44944 0.35913 36 "036.txt" "right" "right" 0.31422
0.026 0.395 180 180 0.74608 1 250.58 251 251.36 0.41607 0.36604 36 "036.txt" "right" "right" 0.33001
0.523 2.52 0 0 2.8474 1 257.83 260.38 260.74 2.5488 0.35985 36 "036.txt" "left" "left" 0.2986
0.045 2.24 0 0 2.5708 1 266.71 268.97 269.33 2.2655 0.35964 36 "036.txt" "left" "left" 0.305300000000000
0.331 1.09 180 180 1.3838 1 274.14 275.25 275.62 1.1158 0.3644 36 "036.txt" "right" "right" 0.268
0.681 0.484 0 0 0.7868 1 279.2 279.72 280.08 0.51604 0.36302 36 "036.txt" "left" "left" 0.27076
0.247 1.17 0 0 1.49 1 287.19 288.38 288.75 1.1992 0.36204 36 "036.txt" "left" "left" 0.2908
0.331 1.56 180 180 1.8731 1 295.8 297.38 297.74 1.5824 0.3602 36 "036.txt" "right" "right" 0.2907
0.062 2.52 0 0 2.8548 1 301.3 303.85 304.21 2.5487 0.3648 36 "036.txt" "left" "left" 0.3061
0.76 2.52 180 180 2.8804 1 312.89 315.44 315.8 2.5488 0.35926 36 "036.txt" "right" "right" 0.3316
0.051 0.423 0 0 0.80489 1 319.71 320.16 320.53 0.44939 0.37544 36 "036.txt" "left" "left" 0.3555
0.45 0.759 0 0 1.0731 1 326.56 327.34 327.7 0.78268 0.36122 36 "036.txt" "left" "left" 0.29042
0.143 0.759 0 0 1.0711 1 332.8 333.59 333.95 0.78272 0.36595 36 "036.txt" "left" "left" 0.28838
0.045 2.24 180 180 2.5631 1 344.08 346.35 346.71 2.2654 0.35944 36 "036.txt" "right" "right" 0.2977
0.918 2.24 180 180 2.5373 1 350.18 352.45 352.81 2.2656 0.35928 36 "036.txt" "right" "right" 0.2717
0.143 1.44 180 180 1.7221 1 357.06 358.53 358.89 1.4658 0.35834 36 "036.txt" "right" "right" 0.2563
0.285 0.271 0 0 0.61146 1 362.44 362.74 363.11 0.29966 0.36606 36 "036.txt" "left" "left" 0.3118
0.068 0.906 180 180 1.2371 1 368.93 369.86 370.22 0.9326 0.36602 36 "036.txt" "right" "right" 0.3045
0.062 0.588 180 0 0.92025 0 373.66 374.27 374.64 0.61605 0.36538 36 "036.txt" "right" "left" 0.3042
0.131 0.805 180 180 1.1113 1 378.09 378.92 379.29 0.83262 0.36589 36 "036.txt" "right" "right" 0.27868
0.247 2.52 0 0 2.8044 1 384.64 387.19 387.55 2.5488 0.36154 36 "036.txt" "left" "left" 0.2556
0.026 1.34 0 0 1.687 1 398 399.37 399.73 1.3659 0.36005 36 "036.txt" "left" "left" 0.3211
0.681 0.759 180 180 0.97537 1 10.471 11.18 11.544 0.70981 0.36306 37 "037.txt" "right" "right" 0.26556
0.76 0.315 0 0 0.61149 1 16.862 17.194 17.559 0.33256 0.36495 37 "037.txt" "left" "left" 0.27893
0.76 0.666 180 180 0.97251 1 26.591 27.291 27.652 0.69937 0.36094 37 "037.txt" "right" "right" 0.27314
0.088 1.56 0 0 1.8736 1 31.123 32.706 33.068 1.5825 0.36211 37 "037.txt" "left" "left" 0.2911
0.157 1.02 0 0 1.3417 1 37.871 38.921 39.281 1.0492 0.36084 37 "037.txt" "left" "left" 0.2925
0.216 0.71 0 0 1.0151 1 49.851 50.584 50.944 0.7326 0.36055 37 "037.txt" "left" "left" 0.2825
0.603 1.56 180 180 1.8811 1 55.799 57.381 57.742 1.5825 0.36108 37 "037.txt" "right" "right" 0.2986
1 1.09 0 0 1.3995 1 63.646 64.762 65.124 1.1159 0.36111 37 "037.txt" "left" "left" 0.2836
0.062 0.271 180 180 0.62969 1 72.81 73.11 73.476 0.29951 0.36651 37 "037.txt" "right" "right" 0.33018
0.157 0.625 0 0 0.9157 1 79.991 80.641 81.001 0.64941 0.36033 37 "037.txt" "left" "left" 0.26629
0.173 0.906 0 0 1.2295 1 94.254 95.186 95.552 0.93261 0.36636 37 "037.txt" "left" "left" 0.29689
0.039 1.02 0 180 1.3734 0 101.53 102.58 102.94 1.0492 0.36097 37 "037.txt" "left" "right" 0.3242
0.068 1.69 180 180 2.0791 NA 109 110.71 111.07 1.7157 0.35966 37 "037.txt" "right" "right" 0.3634
1 1.56 0 0 1.8459 1 114.75 116.33 116.7 1.5825 0.36585 37 "037.txt" "left" "left" 0.2634
0.173 2.93 0 0 3.3072 1 120.86 123.81 124.18 2.9486 0.36723 37 "037.txt" "left" "left" 0.3586
0.143 0.484 0 0 0.85471 1 127.63 128.14 128.51 0.51606 0.36678 37 "037.txt" "left" "left" 0.33865
0.075 1.44 0 0 1.8216 1 137.91 139.37 139.75 1.4658 0.3757 37 "037.txt" "left" "left" 0.3558
0.918 1.83 0 0 2.1195 1 147.05 148.9 149.27 1.849 0.36401 37 "037.txt" "left" "left" 0.2705
0.045 0.25 180 0 0.63898 0 152.94 153.22 153.58 0.28275 0.36576 37 "037.txt" "right" "left" 0.35623
0 0.368 0 0 0.72219 1 157.92 158.32 158.68 0.39941 0.36633 37 "037.txt" "left" "left" 0.32278
0.011 1.02 0 0 1.3761 1 163.56 164.61 164.98 1.0493 0.36263 37 "037.txt" "left" "left" 0.3268
0.103 2.24 180 180 2.5585 1 168.46 170.73 171.09 2.2655 0.36229 37 "037.txt" "right" "right" 0.293
0 0.964 0 0 1.2928 1 174.68 175.66 176.02 0.98253 0.36256 37 "037.txt" "left" "left" 0.31027
0.173 3.3 180 180 3.6395 1 183.38 186.71 187.07 3.3318 0.36145 37 "037.txt" "right" "right" 0.3077
0.081 0.588 180 180 0.92271 1 192.24 192.86 193.22 0.61602 0.36209 37 "037.txt" "right" "right" 0.30669
0.096 0.588 0 0 0.91405 1 197.19 197.8 198.16 0.61585 0.35892 37 "037.txt" "left" "left" 0.2982
0.019 1.56 180 0 1.9051 0 202.1 203.69 204.04 1.5824 0.35855 37 "037.txt" "right" "left" 0.3227
0.103 0.666 0 0 0.95741 1 210.23 210.92 211.28 0.68282 0.35999 37 "037.txt" "left" "left" 0.27459
0.033 0.315 180 0 0.6721 0 226.51 226.84 227.21 0.33266 0.36753 37 "037.txt" "right" "left" 0.33944
0.056 0.964 0 0 1.2665 1 233.41 234.39 234.75 0.9827 0.36094 37 "037.txt" "left" "left" 0.2838
0.026 0.453 0 0 0.77259 1 238.19 238.67 239.03 0.4829 0.36027 37 "037.txt" "left" "left" 0.28969
0.075 0.759 0 0 1.0723 1 242.61 243.39 243.75 0.78273 0.35862 37 "037.txt" "left" "left" 0.28957
0.111 0.315 180 0 0.63871 0 249.17 249.5 249.86 0.33286 0.35859 37 "037.txt" "right" "left" 0.30585
1 1.83 180 180 2.1214 1 253.44 255.29 255.65 1.849 0.36613 37 "037.txt" "right" "right" 0.2724
0.76 0.625 180 180 0.94569 1 259.07 259.72 260.08 0.64929 0.35933 37 "037.txt" "right" "right" 0.2964
0.081 0.453 180 180 0.83103 1 264.98 265.47 265.83 0.48279 0.36779 37 "037.txt" "right" "right" 0.34824
0.45 0.315 180 180 0.6171 1 275.66 276 276.36 0.33291 0.36178 37 "037.txt" "right" "right" 0.28419
0.247 1.09 180 180 1.4137 1 280.03 281.14 281.5 1.1159 0.35859 37 "037.txt" "right" "right" 0.2978
0.918 1.09 0 0 1.3887 1 287.71 288.83 289.19 1.1157 0.36031 37 "037.txt" "left" "left" 0.273
0.76 1.02 0 0 1.3202 1 292.61 293.66 294.02 1.0491 0.36617 37 "037.txt" "left" "left" 0.2711
0.062 1.02 0 0 1.3509 1 297.46 298.51 298.87 1.0493 0.36304 37 "037.txt" "left" "left" 0.3016
0.011 0.271 180 0 0.61313 0 308.74 309.04 309.4 0.2995 0.36612 37 "037.txt" "right" "left" 0.31363
0.143 1.69 0 0 2.0449 1 315.57 317.28 317.65 1.7157 0.36684 37 "037.txt" "left" "left" 0.3292
0.051 0.666 0 0 0.98921 1 324.83 325.53 325.9 0.6994 0.3666 37 "037.txt" "left" "left" 0.28981
0.045 0.588 0 0 0.89958 1 331.1 331.71 332.07 0.61608 0.361 37 "037.txt" "left" "left" 0.2835
0.681 1.09 180 180 1.3626 1 337.59 338.71 339.07 1.1159 0.36564 37 "037.txt" "right" "right" 0.2467
0.081 1.83 180 180 2.1292 1 345.74 347.59 347.96 1.8491 0.36751 37 "037.txt" "right" "right" 0.2801
0.103 0.854 0 0 1.1636 1 352.66 353.54 353.9 0.88258 0.36626 37 "037.txt" "left" "left" 0.28102
0.039 0.759 180 180 1.0818 1 362.35 363.13 363.5 0.78267 0.36061 37 "037.txt" "right" "right" 0.29913
0.075 0.453 180 180 0.87381 NA 368.95 369.43 369.8 0.48285 0.36561 37 "037.txt" "right" "right" 0.39096
0.026 0.22 180 0 0.58101 0 373.93 374.18 374.54 0.24948 0.359 37 "037.txt" "right" "left" 0.33153
0.173 0.666 0 0 0.94836 1 385.46 386.14 386.5 0.68274 0.36007 37 "037.txt" "left" "left" 0.26562
1 2.93 180 180 3.2366 1 390.54 393.49 393.85 2.9487 0.36027 37 "037.txt" "right" "right" 0.2879
0 0.341 180 0 0.68662 0 399.06 399.42 399.79 0.36616 0.3652 37 "037.txt" "right" "left" 0.32046
0.056 0.666 0 0 0.91918 1 10.472 11.098 11.462 0.62664 0.36391 38 "038.txt" "left" "left" 0.29254
0.216 2.02 0 0 2.3199 1 14.963 16.995 17.362 2.0323 0.3662 38 "038.txt" "left" "left" 0.2876
0.045 0.315 180 180 0.61377 1 23.027 23.36 23.718 0.33279 0.35829 38 "038.txt" "right" "right" 0.28098
0.285 0.453 0 0 0.7554 1 29.259 29.741 30.102 0.48279 0.36037 38 "038.txt" "left" "left" 0.27261
0.111 0.368 0 0 0.6756 1 36.406 36.806 37.167 0.39944 0.36115 38 "038.txt" "left" "left" 0.27616
0.143 2.93 180 180 3.2476 1 41.371 44.32 44.68 2.9486 0.35989 38 "038.txt" "right" "right" 0.299
0.331 0.516 0 0 0.80553 1 49.635 50.185 50.546 0.54943 0.36133 38 "038.txt" "left" "left" 0.2561
0.523 1.09 0 0 1.3732 1 56.117 57.233 57.593 1.1159 0.36036 38 "038.txt" "left" "left" 0.2573
0.76 0.805 0 0 1.0966 1 71.395 72.228 72.588 0.83262 0.36001 38 "038.txt" "left" "left" 0.26398
0.051 1.25 180 180 1.5907 1 78.626 79.909 80.271 1.2826 0.36161 38 "038.txt" "right" "right" 0.3081
0.76 0.625 0 0 0.91442 1 85.258 85.907 86.268 0.6494 0.36089 38 "038.txt" "left" "left" 0.26502
0.387 0.25 0 0 0.53969 1 91.572 91.855 92.214 0.28281 0.35846 38 "038.txt" "left" "left" 0.25688
0.131 0.666 180 180 0.98262 1 95.654 96.354 96.714 0.69925 0.35992 38 "038.txt" "right" "right" 0.28337
0.837 2.93 0 0 3.2152 1 100.4 103.35 103.71 2.9486 0.36017 38 "038.txt" "left" "left" 0.2666
0.111 0.906 180 180 1.2363 1 114.68 115.61 115.98 0.93258 0.36448 38 "038.txt" "right" "right" 0.30372
0.76 2.02 0 0 2.3751 1 122.35 124.39 124.76 2.0489 0.36217 38 "038.txt" "left" "left" 0.3262
0.111 0.805 0 0 1.1158 1 128.93 129.76 130.12 0.83264 0.35891 38 "038.txt" "left" "left" 0.28316
0.111 0.854 180 180 1.172 1 136.96 137.84 138.21 0.88259 0.36604 38 "038.txt" "right" "right" 0.28941
0.026 2.93 0 180 3.2382 0 141.69 144.64 145 2.9487 0.35913 38 "038.txt" "left" "right" 0.2895
0.918 0.423 0 0 0.71984 1 150.29 150.75 151.11 0.46605 0.35989 38 "038.txt" "left" "left" 0.25379
0.056 0.25 0 180 0.63989 0 167.02 167.3 167.67 0.28285 0.36727 38 "038.txt" "left" "right" 0.35704
0.075 2.52 180 180 2.8456 1 172.61 175.16 175.52 2.5488 0.35877 38 "038.txt" "right" "right" 0.2968
0.103 0.805 180 180 1.1402 1 185.24 186.08 186.44 0.83261 0.36024 38 "038.txt" "right" "right" 0.30759
0.096 0.315 180 180 0.63935 1 191.79 192.12 192.48 0.33296 0.35932 38 "038.txt" "right" "right" 0.30639
0.062 3.3 0 0 3.6035 1 198.69 202.02 202.39 3.3319 0.3672 38 "038.txt" "left" "left" 0.2716
0.056 0.906 0 0 1.1704 1 205.87 206.8 207.16 0.93257 0.35855 38 "038.txt" "left" "left" 0.23783
0.039 0.25 0 0 0.59263 1 215.08 215.37 215.73 0.28285 0.36126 38 "038.txt" "left" "left" 0.30978
0.011 0.293 0 0 0.61131 1 219.4 219.71 220.08 0.31615 0.36413 38 "038.txt" "left" "left" 0.29516
0.056 0.293 0 0 0.69982 NA 223.66 223.98 224.35 0.31589 0.36634 38 "038.txt" "left" "left" 0.38393
0.216 0.25 0 0 0.56451 1 230.48 230.76 231.13 0.28281 0.36617 38 "038.txt" "left" "left" 0.2817
0.192 0.484 180 180 0.80486 1 234.73 235.24 235.61 0.51608 0.36601 38 "038.txt" "right" "right" 0.28878
0.45 0.423 180 180 0.73116 1 240.89 241.34 241.7 0.44951 0.35981 38 "038.txt" "right" "right" 0.28165
0.331 0.453 180 180 0.75575 1 249.09 249.57 249.93 0.48281 0.35827 38 "038.txt" "right" "right" 0.27294
0.331 0.588 0 0 0.86948 1 260.15 260.77 261.13 0.61606 0.3636 38 "038.txt" "left" "left" 0.25342
0.096 0.341 0 0 0.66488 1 269.87 270.23 270.59 0.36609 0.35903 38 "038.txt" "left" "left" 0.29879
0.019 1.09 0 0 1.4124 1 277.28 278.4 278.76 1.1157 0.36762 38 "038.txt" "left" "left" 0.2967
0 0.423 180 180 0.73909 1 282.18 282.63 282.99 0.44942 0.3661 38 "038.txt" "right" "right" 0.28967
1 0.25 0 0 0.55569 1 287.78 288.06 288.42 0.28258 0.36033 38 "038.txt" "left" "left" 0.27311
0.45 0.854 0 0 1.1468 1 291.86 292.74 293.11 0.88263 0.36636 38 "038.txt" "left" "left" 0.26417
0.523 1.83 180 180 2.1472 1 297.19 299.04 299.4 1.8489 0.35829 38 "038.txt" "right" "right" 0.2983
0.033 0.588 0 0 0.94924 1 305.75 306.37 306.73 0.61603 0.36071 38 "038.txt" "left" "left" 0.33321
0.051 1.34 0 0 1.6302 1 313.09 314.45 314.81 1.3658 0.36011 38 "038.txt" "left" "left" 0.2644
0.247 1.83 180 180 2.1202 1 319.68 321.53 321.9 1.8489 0.36861 38 "038.txt" "right" "right" 0.2713
0.096 0.395 180 180 0.71495 1 325.92 326.33 326.69 0.41611 0.36009 38 "038.txt" "right" "right" 0.29884
0.045 0.22 0 180 0.5503 0 330.26 330.51 330.88 0.24948 0.36392 38 "038.txt" "left" "right" 0.30082
1 0.759 180 180 1.0707 1 342.24 343.03 343.38 0.78276 0.35843 38 "038.txt" "right" "right" 0.28794
0.026 1.02 0 0 1.3124 1 350.94 351.99 352.35 1.0492 0.36466 38 "038.txt" "left" "left" 0.2632
0.387 0.293 0 0 0.58342 1 362.55 362.87 363.23 0.31614 0.35951 38 "038.txt" "left" "left" 0.26728
0.285 0.25 0 0 0.55396 1 367.2 367.49 367.85 0.28296 0.36452 38 "038.txt" "left" "left" 0.271
0.011 0.368 180 180 0.70714 1 372.23 372.63 372.99 0.39946 0.35983 38 "038.txt" "right" "right" 0.30768
0.143 0.271 180 180 0.57936 1 382.33 382.63 383 0.29951 0.36545 38 "038.txt" "right" "right" 0.27985
0.075 0.341 0 0 0.65337 1 386.66 387.03 387.39 0.36609 0.36399 38 "038.txt" "left" "left" 0.28728
0.331 0.293 180 180 0.5974 1 390.84 391.16 391.52 0.31621 0.36037 38 "038.txt" "right" "right" 0.28119
0.173 0.368 180 180 0.69892 1 399.04 399.44 399.8 0.39936 0.35965 38 "038.txt" "right" "right" 0.29956
0.918 1.44 180 180 1.659 1 10.467 11.86 12.224 1.393 0.36359 39 "039.txt" "right" "right" 0.266
0.173 2.24 0 0 2.5376 1 21.106 23.355 23.721 2.2489 0.36619 39 "039.txt" "left" "left" 0.2887
0.247 0.293 0 0 0.57248 1 34.386 34.702 35.06 0.31614 0.35872 39 "039.txt" "left" "left" 0.25634
0.157 1.56 0 0 1.8765 1 40.933 42.533 42.898 1.599 0.36528 39 "039.txt" "left" "left" 0.2775
0.173 0.516 180 180 0.83479 1 46.998 47.548 47.912 0.54934 0.36464 39 "039.txt" "right" "right" 0.28545
0.062 0.484 0 0 0.7944 1 51.947 52.463 52.827 0.51621 0.36431 39 "039.txt" "left" "left" 0.27819
0.603 0.805 180 180 1.0819 1 67.625 68.458 68.818 0.83272 0.36025 39 "039.txt" "right" "right" 0.24918
0.143 1.44 0 0 1.732 1 78.405 79.871 80.231 1.4658 0.36071 39 "039.txt" "left" "left" 0.2662
0.131 0.271 180 180 0.58766 1 85.086 85.386 85.752 0.2993 0.36637 39 "039.txt" "right" "right" 0.28836
0.681 2.52 180 180 2.8111 1 91.151 93.7 94.065 2.5487 0.36489 39 "039.txt" "right" "right" 0.2624
0.131 0.906 180 180 1.2208 1 98.715 99.648 100.01 0.93269 0.36568 39 "039.txt" "right" "right" 0.28811
0.331 0.854 180 180 1.1734 1 105.15 106.03 106.39 0.88257 0.36086 39 "039.txt" "right" "right" 0.29083
0.76 0.588 0 0 0.88698 1 109.95 110.56 110.92 0.616 0.35888 39 "039.txt" "left" "left" 0.27098
0.011 0.22 0 180 0.61285 0 120.08 120.32 120.7 0.24953 0.37537 39 "039.txt" "left" "right" 0.36332
0.111 2.02 180 180 2.3393 1 127.72 129.77 130.13 2.049 0.36233 39 "039.txt" "right" "right" 0.2903
0.011 0.25 0 0 0.58937 1 135.5 135.79 136.15 0.28285 0.36174 39 "039.txt" "left" "left" 0.30652
0.056 0.551 0 0 0.86903 1 139.57 140.15 140.52 0.58277 0.36398 39 "039.txt" "left" "left" 0.28626
