"motion" "time" "V1" "V2" "RT" "Correct" "Onset" "Offset" "UK1" "UK2" "UK3" "run" "day" "direction" "response" "RToffset"
0 0.588 0 180 0.91171 0 171.51 172.12 172.49 0.6162 0.36559 24 "024.txt" "left" "right" 0.29551
0.111 1.09 180 180 1.3937 1 177.07 178.19 178.55 1.1159 0.3653 24 "024.txt" "right" "right" 0.2778
0.131 0.805 0 0 1.0927 1 184.5 185.34 185.7 0.83261 0.36392 24 "024.txt" "left" "left" 0.26009
0.103 0.516 0 180 0.86103 0 191.65 192.18 192.55 0.53279 0.3651 24 "024.txt" "left" "right" 0.32824
0.068 2.02 0 0 2.3433 1 196.78 198.83 199.2 2.0489 0.36506 24 "024.txt" "left" "left" 0.2944
0.088 1.83 180 180 2.1092 1 202.83 204.68 205.05 1.849 0.36477 24 "024.txt" "right" "right" 0.2602
0.216 0.315 0 0 0.62512 1 210.06 210.4 210.76 0.33285 0.36252 24 "024.txt" "left" "left" 0.29227
0.131 0.625 180 180 0.91564 1 215.79 216.44 216.81 0.64938 0.36197 24 "024.txt" "right" "right" 0.26626
0.603 3.3 180 180 3.62 1 226.04 229.37 229.73 3.3319 0.35892 24 "024.txt" "right" "right" 0.2881
0.103 0.759 180 180 1.0526 1 236.7 237.49 237.85 0.78264 0.365 24 "024.txt" "right" "right" 0.26996
0.45 2.24 0 0 2.5262 1 242.59 244.85 245.22 2.2655 0.36434 24 "024.txt" "left" "left" 0.2607
1 0.625 0 0 0.90958 1 251.17 251.82 252.18 0.64936 0.3655 24 "024.txt" "left" "left" 0.26022
0.103 1.44 0 0 1.7464 1 257.26 258.73 259.09 1.4657 0.35949 24 "024.txt" "left" "left" 0.2807
0.523 0.516 180 180 0.81156 1 273.26 273.79 274.16 0.53278 0.36592 24 "024.txt" "right" "right" 0.27878
0.121 1.02 180 180 1.3162 1 277.62 278.67 279.04 1.0492 0.36416 24 "024.txt" "right" "right" 0.267
1 1.44 0 0 1.744 1 282.97 284.44 284.8 1.4658 0.36529 24 "024.txt" "left" "left" 0.2782
0.387 0.551 0 0 0.83802 1 288.39 288.97 289.33 0.58278 0.35951 24 "024.txt" "left" "left" 0.25524
0.051 1.44 180 0 1.804 0 297.83 299.3 299.67 1.4658 0.36667 24 "024.txt" "right" "left" 0.3382
0.157 0.25 180 180 0.62875 1 307.67 307.95 308.31 0.28272 0.36577 24 "024.txt" "right" "right" 0.34603
0.45 1.69 180 180 2.0088 1 317.16 318.88 319.24 1.7157 0.36483 24 "024.txt" "right" "right" 0.2931
0.523 0.906 0 0 1.1924 1 329.49 330.42 330.79 0.93259 0.36656 24 "024.txt" "left" "left" 0.25981
0.019 0.315 180 180 0.657 1 336.71 337.04 337.4 0.33285 0.36148 24 "024.txt" "right" "right" 0.32415
0.026 0.516 180 180 0.83529 1 340.95 341.49 341.85 0.53267 0.36649 24 "024.txt" "right" "right" 0.30262
0.068 1.69 0 0 2.0264 1 347.2 348.92 349.28 1.7157 0.36486 24 "024.txt" "left" "left" 0.3107
0.45 0.341 180 180 0.65197 1 354.57 354.93 355.3 0.36612 0.36557 24 "024.txt" "right" "right" 0.28585
0.45 0.666 0 0 0.95086 1 358.95 359.65 360.01 0.69912 0.36387 24 "024.txt" "left" "left" 0.25174
0.019 1.44 180 180 1.7519 1 364.7 366.16 366.53 1.4658 0.36491 24 "024.txt" "right" "right" 0.2861
0.096 3.3 0 0 3.6348 1 371.78 375.11 375.47 3.3318 0.36485 24 "024.txt" "left" "left" 0.303
0.062 0.71 180 180 1.0353 1 379.48 380.21 380.57 0.73275 0.36446 24 "024.txt" "right" "right" 0.30255
0.143 3.3 180 180 3.6349 1 384.67 388.01 388.37 3.3318 0.3651 24 "024.txt" "right" "right" 0.3031
0.075 0.854 180 180 1.2796 NA 392.04 392.92 393.29 0.88271 0.36455 24 "024.txt" "right" "right" 0.39689
0.026 2.52 180 180 2.8243 1 397.19 399.74 400.1 2.5489 0.36304 24 "024.txt" "right" "right" 0.2754
0.045 0.805 180 0 1.0567 0 10.452 11.229 11.595 0.77682 0.36541 25 "025.txt" "right" "left" 0.27988
0.131 0.293 0 0 0.56116 1 17.693 17.992 18.354 0.29942 0.36208 25 "025.txt" "left" "left" 0.26174
0.76 0.759 0 0 1.0292 1 21.775 22.558 22.92 0.7827 0.36251 25 "025.txt" "left" "left" 0.2465
1 0.906 180 180 1.1943 1 26.357 27.289 27.651 0.93265 0.36168 25 "025.txt" "right" "right" 0.26165
0.019 1.44 0 0 1.7396 1 31.288 32.754 33.119 1.466 0.36421 25 "025.txt" "left" "left" 0.2736
0.026 2.02 0 0 2.2878 1 40.302 42.351 42.716 2.049 0.36493 25 "025.txt" "left" "left" 0.2388
0.068 0.25 0 0 0.55465 1 46.2 46.483 46.849 0.28291 0.366 25 "025.txt" "left" "left" 0.27174
0.247 1.02 0 0 1.3047 1 51.665 52.715 53.077 1.0493 0.36264 25 "025.txt" "left" "left" 0.2554
0.019 1.25 180 180 1.5691 1 57.047 58.329 58.689 1.2826 0.35968 25 "025.txt" "right" "right" 0.2865
0.056 0.516 180 180 0.86409 1 63.495 64.028 64.396 0.53276 0.3687 25 "025.txt" "right" "right" 0.33133
0.387 0.484 180 180 0.79795 1 69.143 69.659 70.023 0.51604 0.3642 25 "025.txt" "right" "right" 0.28191
0.039 1.17 0 0 1.4632 1 75.408 76.607 76.97 1.1992 0.36284 25 "025.txt" "left" "left" 0.264
0.068 0.625 180 180 0.96351 1 89.836 90.486 90.847 0.64935 0.36125 25 "025.txt" "right" "right" 0.31416
0.062 1.34 180 180 1.6535 1 97.867 99.233 99.595 1.3656 0.36191 25 "025.txt" "right" "right" 0.2879
0.019 0.368 180 0 0.73139 0 106.11 106.51 106.88 0.39945 0.36911 25 "025.txt" "right" "left" 0.33194
1 0.964 180 180 1.2615 1 111.53 112.51 112.87 0.98262 0.36093 25 "025.txt" "right" "right" 0.27888
0.075 1.69 180 180 1.9875 1 122.01 123.73 124.09 1.7157 0.36243 25 "025.txt" "right" "right" 0.2718
0.088 1.17 180 180 1.4678 1 134.72 135.92 136.28 1.1993 0.36001 25 "025.txt" "right" "right" 0.2685
0.523 0.71 0 0 0.99296 1 139.75 140.49 140.85 0.73255 0.36357 25 "025.txt" "left" "left" 0.26041
0.026 0.759 0 0 1.0606 1 146.67 147.45 147.81 0.78277 0.35884 25 "025.txt" "left" "left" 0.27783
0.45 1.17 0 0 1.4523 1 151.47 152.67 153.03 1.1994 0.36536 25 "025.txt" "left" "left" 0.2529
0.019 0.551 180 0 0.87637 0 158.16 158.75 159.11 0.58282 0.36715 25 "025.txt" "right" "left" 0.29355
0.837 0.22 180 180 0.54443 1 167.91 168.16 168.53 0.24945 0.36957 25 "025.txt" "right" "right" 0.29498
0.918 1.34 0 0 1.6207 1 173.98 175.34 175.7 1.3659 0.36264 25 "025.txt" "left" "left" 0.2548
0.111 0.271 180 0 0.6057 0 181.06 181.36 181.72 0.2996 0.36179 25 "025.txt" "right" "left" 0.3061
0.216 0.666 180 180 0.97845 1 186.56 187.26 187.62 0.69947 0.36372 25 "025.txt" "right" "right" 0.27898
0.331 2.24 180 180 2.5525 1 192.8 195.07 195.43 2.2656 0.35962 25 "025.txt" "right" "right" 0.2869
0.143 1.69 180 180 2.0115 1 201.52 203.23 203.59 1.7157 0.36148 25 "025.txt" "right" "right" 0.2958
0.033 2.52 180 180 2.8442 1 207.17 209.71 210.08 2.5488 0.36119 25 "025.txt" "right" "right" 0.2954
0.075 2.02 180 180 2.3435 1 217.21 219.33 219.69 2.1158 0.36162 25 "025.txt" "right" "right" 0.2277
0.285 0.805 180 180 1.0922 1 223.59 224.43 224.79 0.83268 0.35961 25 "025.txt" "right" "right" 0.25952
0.143 2.24 180 180 2.5354 1 228.23 230.49 230.85 2.2656 0.3637 25 "025.txt" "right" "right" 0.2698
0.247 2.93 180 180 3.2192 1 234.32 237.27 237.63 2.9486 0.36193 25 "025.txt" "right" "right" 0.2706
0.051 0.759 0 0 1.0714 1 247.9 248.69 249.05 0.78281 0.36217 25 "025.txt" "left" "left" 0.28859
0.45 0.666 180 180 0.97119 1 255.13 255.82 256.18 0.68269 0.36395 25 "025.txt" "right" "right" 0.2885
1 0.854 0 0 1.1176 1 262.58 263.46 263.82 0.88266 0.35997 25 "025.txt" "left" "left" 0.23494
0.523 0.666 180 180 0.9501 1 273.43 274.13 274.49 0.69936 0.36297 25 "025.txt" "right" "right" 0.25074
0.033 1.17 180 0 1.5182 0 278.16 279.34 279.71 1.1825 0.36557 25 "025.txt" "right" "left" 0.3357
0.121 0.368 0 0 0.69775 1 285.81 286.21 286.57 0.39957 0.36274 25 "025.txt" "left" "left" 0.29818
0.173 0.588 0 0 0.90464 1 292.46 293.07 293.43 0.61588 0.36188 25 "025.txt" "left" "left" 0.28876
0.918 0.368 0 0 0.66803 1 301.67 302.07 302.43 0.39946 0.35972 25 "025.txt" "left" "left" 0.26857
0.103 1.56 180 180 1.878 1 309.93 311.52 311.88 1.5823 0.3598 25 "025.txt" "right" "right" 0.2957
0.121 1.83 0 0 2.1057 1 315.88 317.73 318.1 1.8488 0.3657 25 "025.txt" "left" "left" 0.2569
0.051 0.71 180 180 1.0124 1 321.66 322.4 322.76 0.73271 0.36172 25 "025.txt" "right" "right" 0.27969
0.011 0.315 0 180 0.64832 0 328.69 329.03 329.39 0.33278 0.36241 25 "025.txt" "left" "right" 0.31554
0.143 2.52 180 180 2.8535 1 333.48 336.02 336.39 2.5488 0.36727 25 "025.txt" "right" "right" 0.3047
0.019 0.453 0 0 0.76145 1 341.54 342.02 342.38 0.48294 0.36032 25 "025.txt" "left" "left" 0.27851
0.131 3.3 180 180 3.6078 1 345.94 349.27 349.63 3.3319 0.36136 25 "025.txt" "right" "right" 0.2759
0.76 0.516 180 180 0.8037 1 364.38 364.92 365.28 0.5328 0.36145 25 "025.txt" "right" "right" 0.2709
0.603 1.09 180 180 1.3591 1 368.68 369.8 370.16 1.116 0.36381 25 "025.txt" "right" "right" 0.2431
0.285 1.17 180 180 1.4951 1 374.3 375.5 375.86 1.1991 0.36258 25 "025.txt" "right" "right" 0.296
0.216 1.56 0 0 1.8735 1 385.43 387.01 387.37 1.5825 0.36332 25 "025.txt" "left" "left" 0.291
0.056 1.69 0 0 2.0226 1 392.47 394.19 394.55 1.7157 0.36267 25 "025.txt" "left" "left" 0.3069
0.387 0.71 180 180 1.004 1 398.84 399.57 399.93 0.73267 0.36126 25 "025.txt" "right" "right" 0.27133
0.157 1.56 180 180 1.8076 1 10.446 11.973 12.349 1.5264 0.37644 26 "026.txt" "right" "right" 0.2812
0.026 0.906 180 180 1.1852 1 18.037 18.953 19.312 0.91592 0.35975 26 "026.txt" "right" "right" 0.26928
0.111 2.52 180 180 2.8404 1 28.817 31.365 31.73 2.5488 0.36453 26 "026.txt" "right" "right" 0.2916
0 0.271 180 0 0.58758 0 36.747 37.03 37.391 0.28287 0.36056 26 "026.txt" "right" "left" 0.30471
0.131 0.625 0 0 0.88478 1 42.712 43.362 43.723 0.64936 0.36106 26 "026.txt" "left" "left" 0.23542
0.837 0.71 180 180 0.97525 1 47.311 48.043 48.404 0.73272 0.36045 26 "026.txt" "right" "right" 0.24253
0.045 0.964 0 0 1.2511 1 59.607 60.589 60.948 0.98257 0.35893 26 "026.txt" "left" "left" 0.26853
0.173 3.3 0 0 3.6018 1 65.988 69.32 69.68 3.3318 0.36051 26 "026.txt" "left" "left" 0.27
0.096 0.423 180 180 0.7467 1 76.068 76.518 76.879 0.44939 0.36119 26 "026.txt" "right" "right" 0.29731
1 0.484 180 180 0.78939 1 80.484 81 81.363 0.51609 0.36322 26 "026.txt" "right" "right" 0.2733
0.088 0.484 0 0 0.7794 1 87.815 88.331 88.693 0.51609 0.36205 26 "026.txt" "left" "left" 0.26331
0.131 0.516 180 180 0.83075 1 92.363 92.896 93.259 0.53262 0.36282 26 "026.txt" "right" "right" 0.29813
0.062 0.666 0 0 0.96109 1 109.54 110.24 110.61 0.69947 0.3648 26 "026.txt" "left" "left" 0.26162
0.026 0.25 0 0 0.58056 1 119.5 119.79 120.15 0.28283 0.36076 26 "026.txt" "left" "left" 0.29773
0.011 2.02 180 180 2.3624 1 125.5 127.55 127.91 2.049 0.36027 26 "026.txt" "right" "right" 0.3134
0.837 2.52 0 0 2.8286 1 132.9 135.45 135.81 2.5486 0.36182 26 "026.txt" "left" "left" 0.28
0.192 0.551 180 180 0.88948 1 141.45 142.03 142.39 0.58267 0.36356 26 "026.txt" "right" "right" 0.30681
0.111 0.341 0 0 0.6611 1 146.4 146.76 147.13 0.36619 0.36742 26 "026.txt" "left" "left" 0.29491
0.081 0.423 0 0 0.72061 1 157.59 158.03 158.39 0.43273 0.36452 26 "026.txt" "left" "left" 0.28788
0.157 0.293 180 180 0.60434 1 168.31 168.62 168.98 0.31612 0.36123 26 "026.txt" "right" "right" 0.28822
0.011 0.315 180 0 0.60167 0 172.45 172.79 173.15 0.33281 0.35972 26 "026.txt" "right" "left" 0.26886
0.603 0.666 0 0 0.92694 1 177.54 178.22 178.58 0.6827 0.36131 26 "026.txt" "left" "left" 0.24424
0.173 1.83 180 180 2.1217 1 186.28 188.13 188.49 1.849 0.36249 26 "026.txt" "right" "right" 0.2727
0.173 1.44 180 180 1.736 1 193.43 194.9 195.26 1.4658 0.362 26 "026.txt" "right" "right" 0.2702
0.051 0.625 180 180 0.91392 1 200.06 200.71 201.08 0.64944 0.36421 26 "026.txt" "right" "right" 0.26448
0.111 0.395 180 0 0.70591 0 204.49 204.91 205.27 0.41616 0.3642 26 "026.txt" "right" "left" 0.28975
0.103 0.293 180 180 0.6232 1 210.66 210.97 211.34 0.31617 0.36494 26 "026.txt" "right" "right" 0.30703
0.026 0.516 0 0 0.80336 1 221.74 222.27 222.64 0.53279 0.36395 26 "026.txt" "left" "left" 0.27057
0.111 1.25 180 180 1.5354 1 230.15 231.44 231.8 1.2825 0.36236 26 "026.txt" "right" "right" 0.2529
0.603 1.34 180 180 1.6019 1 235.83 237.2 237.56 1.3658 0.36144 26 "026.txt" "right" "right" 0.2361
0.019 0.588 180 0 0.89787 0 241 241.62 241.98 0.6161 0.36415 26 "026.txt" "right" "left" 0.28177
0.173 0.453 0 0 0.74294 1 245.43 245.91 246.27 0.48275 0.36015 26 "026.txt" "left" "left" 0.26019
0.062 0.25 0 0 0.5881 1 252.48 252.76 253.12 0.28275 0.36327 26 "026.txt" "left" "left" 0.30535
0.192 0.805 0 0 1.0592 1 256.71 257.54 257.91 0.83266 0.36276 26 "026.txt" "left" "left" 0.22654
0.173 0.22 180 180 0.54867 1 264.71 264.96 265.32 0.24947 0.36341 26 "026.txt" "right" "right" 0.2992
0.387 1.17 0 0 1.4537 1 271.06 272.26 272.62 1.1992 0.36164 26 "026.txt" "left" "left" 0.2545
0.918 0.666 0 0 0.94236 1 286.73 287.42 287.78 0.68263 0.36063 26 "026.txt" "left" "left" 0.25973
0.051 0.805 180 0 1.1017 0 294.23 295.06 295.43 0.83266 0.36122 26 "026.txt" "right" "left" 0.26904
0.387 0.315 0 0 0.61081 1 301.71 302.05 302.41 0.3328 0.36333 26 "026.txt" "left" "left" 0.27801
0.918 0.551 180 180 0.83607 1 306.64 307.23 307.59 0.58278 0.36192 26 "026.txt" "right" "right" 0.25329
0.039 0.341 0 0 0.64376 1 315.24 315.61 315.97 0.36618 0.36206 26 "026.txt" "left" "left" 0.27758
0.603 0.484 180 180 0.78067 1 321.39 321.91 322.27 0.51601 0.36486 26 "026.txt" "right" "right" 0.26466
0.056 0.423 0 0 0.71145 1 325.76 326.2 326.57 0.44944 0.36277 26 "026.txt" "left" "left" 0.26201
0.192 0.759 0 0 1.0169 1 330.25 331.04 331.4 0.7827 0.35945 26 "026.txt" "left" "left" 0.2342
0.062 0.906 180 180 1.1941 1 338.33 339.27 339.63 0.93265 0.36398 26 "026.txt" "right" "right" 0.26145
0.247 0.271 0 0 0.57024 1 343.07 343.37 343.73 0.29949 0.36315 26 "026.txt" "left" "left" 0.27075
0.051 2.02 0 0 2.3115 1 347.85 349.9 350.26 2.049 0.361 26 "026.txt" "left" "left" 0.2625
0.121 0.271 0 0 0.57933 1 356.7 357 357.36 0.29953 0.36161 26 "026.txt" "left" "left" 0.2798
0.121 0.22 180 180 0.54512 1 363.48 363.73 364.09 0.24952 0.36323 26 "026.txt" "right" "right" 0.2956
0.837 0.25 180 180 0.56797 1 368.29 368.59 368.95 0.29944 0.35877 26 "026.txt" "right" "right" 0.26853
0.096 0.759 0 0 1.0539 1 380.54 381.32 381.68 0.78271 0.3613 26 "026.txt" "left" "left" 0.27119
0.157 1.34 0 0 1.6089 1 385.12 386.49 386.85 1.3658 0.36013 26 "026.txt" "left" "left" 0.2431
0.081 0.22 0 0 0.52714 1 394.92 395.17 395.53 0.24953 0.36185 26 "026.txt" "left" "left" 0.27761
0.157 0.271 0 0 0.57848 1 399.22 399.52 399.88 0.29954 0.36017 26 "026.txt" "left" "left" 0.27894
0.131 1.56 0 0 1.8001 1 10.447 11.973 12.351 1.5259 0.37783 27 "027.txt" "left" "left" 0.2742
0.081 0.854 0 0 1.1013 1 15.988 16.854 17.215 0.86585 0.36127 27 "027.txt" "left" "left" 0.23545
0.045 0.906 0 0 1.178 1 22.069 23.002 23.364 0.93257 0.3621 27 "027.txt" "left" "left" 0.24543
0.216 0.759 180 180 1.032 1 30.583 31.366 31.731 0.78264 0.36577 27 "027.txt" "right" "right" 0.24936
0.331 1.02 0 0 1.2952 1 35.315 36.364 36.729 1.0493 0.36455 27 "027.txt" "left" "left" 0.2459
0.247 2.02 180 180 1.913 NA 41.846 43.895 44.258 2.049 0.36312 27 "027.txt" "right" "right" -0.136
0.173 2.24 180 180 2.5197 1 49.66 51.926 52.288 2.2655 0.36223 27 "027.txt" "right" "right" 0.2542
0.837 1.17 180 180 1.4453 1 56.575 57.774 58.137 1.1993 0.36312 27 "027.txt" "right" "right" 0.246
1 0.22 180 180 0.54736 1 61.79 62.039 62.402 0.24952 0.36278 27 "027.txt" "right" "right" 0.29784
0.056 2.93 0 0 3.2099 1 65.855 68.804 69.165 2.9486 0.36122 27 "027.txt" "left" "left" 0.261300000000000
0.681 0.625 180 180 0.91046 1 82.117 82.766 83.126 0.64945 0.36011 27 "027.txt" "right" "right" 0.26101
0.837 0.516 180 180 0.81215 1 86.582 87.131 87.495 0.5494 0.36394 27 "027.txt" "right" "right" 0.26275
0.111 0.666 0 0 0.97124 1 91.464 92.163 92.525 0.69933 0.36182 27 "027.txt" "left" "left" 0.27191
0.523 0.551 0 0 0.83597 1 101.73 102.31 102.67 0.58271 0.361 27 "027.txt" "left" "left" 0.25326
0.039 0.759 0 0 1.0368 1 106.24 107.02 107.39 0.78271 0.36277 27 "027.txt" "left" "left" 0.25409
0.247 1.34 0 0 1.6085 1 117.06 118.42 118.79 1.3658 0.36429 27 "027.txt" "left" "left" 0.2427
0.143 0.293 180 180 0.6218 1 122.92 123.24 123.6 0.31615 0.36081 27 "027.txt" "right" "right" 0.30565
0.011 0.906 0 0 1.1931 1 127.02 127.95 128.31 0.93264 0.36063 27 "027.txt" "left" "left" 0.26046
0.247 0.315 180 180 0.62158 1 134.87 135.2 135.56 0.33281 0.36185 27 "027.txt" "right" "right" 0.28877
0.131 0.854 180 180 1.1431 1 138.98 139.86 140.22 0.88256 0.35919 27 "027.txt" "right" "right" 0.26054
0.075 0.22 0 0 0.55365 1 146.63 146.88 147.24 0.24958 0.362 27 "027.txt" "left" "left" 0.30407
0.019 0.906 0 0 1.2039 1 150.68 151.61 151.97 0.93263 0.3617 27 "027.txt" "left" "left" 0.27127
0.026 0.854 180 180 1.1989 1 159.14 160.02 160.39 0.8827 0.36279 27 "027.txt" "right" "right" 0.3162
0.121 3.3 0 0 3.6275 1 164.04 167.37 167.73 3.3318 0.36187 27 "027.txt" "left" "left" 0.2957
0.523 0.22 0 0 0.55406 1 171.2 171.45 171.81 0.24948 0.35978 27 "027.txt" "left" "left" 0.30458
0.062 2.93 180 180 3.2702 1 176.97 179.92 180.28 2.9486 0.35953 27 "027.txt" "right" "right" 0.3216
0.026 3.3 0 0 3.6457 1 189.88 193.23 193.59 3.3485 0.36199 27 "027.txt" "left" "left" 0.2972
0.143 2.52 0 0 2.8204 1 199.56 202.11 202.47 2.5487 0.36187 27 "027.txt" "left" "left" 0.271700000000000
0.081 1.56 180 180 1.9083 1 206.49 208.08 208.44 1.5824 0.36429 27 "027.txt" "right" "right" 0.3259
0.331 0.666 0 0 0.97018 1 213.27 213.96 214.33 0.68282 0.36758 27 "027.txt" "left" "left" 0.28736
0.76 0.395 0 0 0.66826 1 218.99 219.41 219.77 0.41619 0.35972 27 "027.txt" "left" "left" 0.25207
0.026 2.93 180 0 3.319 NA 225.22 228.17 228.53 2.9486 0.36171 27 "027.txt" "right" "left" 0.3704
0.056 1.83 0 0 2.17 1 236.1 237.95 238.31 1.849 0.35947 27 "027.txt" "left" "left" 0.321
1 0.588 0 0 0.94792 1 243.13 243.75 244.11 0.61604 0.35932 27 "027.txt" "left" "left" 0.33188
0.121 1.25 0 0 1.5213 1 248.01 249.3 249.66 1.2826 0.36644 27 "027.txt" "left" "left" 0.2387
0.068 0.271 180 180 0.63203 1 255.78 256.08 256.44 0.29953 0.36212 27 "027.txt" "right" "right" 0.3325
1 0.516 0 0 0.82101 1 265.27 265.81 266.17 0.53282 0.35971 27 "027.txt" "left" "left" 0.28819
0.216 0.964 0 0 1.2354 1 269.57 270.56 270.92 0.98263 0.35996 27 "027.txt" "left" "left" 0.25277
0.681 0.293 180 180 0.59598 1 274.57 274.89 275.25 0.31621 0.36427 27 "027.txt" "right" "right" 0.27977
0.045 0.368 0 0 0.69635 1 282.32 282.72 283.08 0.39935 0.36095 27 "027.txt" "left" "left" 0.297
0 0.271 0 180 0.62592 0 289.18 289.48 289.85 0.29947 0.36431 27 "027.txt" "left" "right" 0.32645
0.331 0.906 180 180 1.1847 1 298.13 299.06 299.42 0.93271 0.35948 27 "027.txt" "right" "right" 0.25199
0.051 0.271 180 180 0.58998 1 305.53 305.83 306.19 0.29935 0.36397 27 "027.txt" "right" "right" 0.29063
0.216 0.516 180 180 0.83119 1 312.03 312.56 312.92 0.53277 0.36252 27 "027.txt" "right" "right" 0.29842
0.111 1.17 0 0 1.4718 1 323.27 324.47 324.84 1.1992 0.36302 27 "027.txt" "left" "left" 0.2726
0.075 1.17 0 0 1.471 1 330.9 332.1 332.47 1.1993 0.36634 27 "027.txt" "left" "left" 0.2717
0.285 0.368 0 0 0.67131 1 337.62 338.02 338.38 0.39942 0.36178 27 "027.txt" "left" "left" 0.27189
0.285 1.17 0 0 1.48 1 349.07 350.26 350.63 1.1992 0.36222 27 "027.txt" "left" "left" 0.2808
0.103 0.423 180 180 0.77405 1 355.81 356.26 356.62 0.44943 0.36215 27 "027.txt" "right" "right" 0.32462
0.045 1.02 180 180 1.3279 1 360.73 361.78 362.14 1.0492 0.36735 27 "027.txt" "right" "right" 0.2787
0.192 0.423 0 0 0.74866 1 368.04 368.49 368.85 0.44943 0.36241 27 "027.txt" "left" "left" 0.29923
0.247 1.56 0 0 1.8651 1 373.62 375.21 375.57 1.5825 0.36405 27 "027.txt" "left" "left" 0.2826
0.131 2.93 0 0 3.2118 1 390.44 393.38 393.75 2.9486 0.36245 27 "027.txt" "left" "left" 0.263200000000000
1 0.341 0 0 0.65222 1 399.12 399.48 399.84 0.36615 0.36288 27 "027.txt" "left" "left" 0.28607
0.088 0.906 180 180 1.1756 1 10.442 11.319 11.686 0.87674 0.36651 28 "028.txt" "right" "right" 0.29886
1 0.625 180 180 0.86662 1 15.35 15.983 16.345 0.63269 0.36148 28 "028.txt" "right" "right" 0.23393
0.121 2.24 180 180 2.5189 1 21.915 24.18 24.542 2.2654 0.36167 28 "028.txt" "right" "right" 0.2535
0.096 0.906 180 180 1.2212 1 30.879 31.811 32.172 0.93254 0.36021 28 "028.txt" "right" "right" 0.28866
0.681 1.56 0 0 1.8531 1 40.859 42.441 42.804 1.5824 0.3627 28 "028.txt" "left" "left" 0.2707
0.918 0.22 0 0 0.52871 1 58.653 58.903 59.264 0.24956 0.36139 28 "028.txt" "left" "left" 0.27915
0.173 1.17 180 180 1.4707 1 64.018 65.217 65.578 1.1992 0.36046 28 "028.txt" "right" "right" 0.2715
0.075 0.368 180 180 0.71397 1 75.748 76.147 76.509 0.39924 0.36146 28 "028.txt" "right" "right" 0.31473
0.837 2.24 0 0 2.5532 1 79.98 82.262 82.623 2.2822 0.3614 28 "028.txt" "left" "left" 0.271
0 0.666 180 180 0.97149 1 89.444 90.126 90.489 0.68271 0.36282 28 "028.txt" "right" "right" 0.28878
0.681 0.395 0 0 0.67749 1 104.26 104.67 105.03 0.4161 0.36185 28 "028.txt" "left" "left" 0.26139
0.056 0.588 0 0 0.89636 1 116.35 116.97 117.33 0.61608 0.36141 28 "028.txt" "left" "left" 0.28028
0.062 0.854 0 0 1.1293 1 121.52 122.4 122.76 0.88258 0.36383 28 "028.txt" "left" "left" 0.24672
0.157 0.368 0 0 0.69653 1 128.41 128.83 129.19 0.41612 0.36217 28 "028.txt" "left" "left" 0.28041
0.681 2.02 180 180 2.3264 1 134.46 136.51 136.87 2.049 0.36207 28 "028.txt" "right" "right" 0.2774
0.075 0.25 0 0 0.55294 1 140.29 140.58 140.94 0.28282 0.36069 28 "028.txt" "left" "left" 0.27012
0.019 2.02 180 180 2.3302 1 144.39 146.44 146.81 2.0488 0.36352 28 "028.txt" "right" "right" 0.2814
0.121 2.02 180 180 2.3354 1 153.16 155.21 155.57 2.0489 0.36201 28 "028.txt" "right" "right" 0.2865
0.039 1.34 180 180 1.6817 1 166.5 167.87 168.23 1.3658 0.36323 28 "028.txt" "right" "right" 0.3159
0.157 0.551 0 0 0.84488 1 173.55 174.13 174.49 0.58277 0.36155 28 "028.txt" "left" "left" 0.26211
0.121 0.588 180 180 0.88528 1 178.15 178.76 179.13 0.61604 0.36139 28 "028.txt" "right" "right" 0.26924
0.387 0.315 180 180 0.62171 1 182.7 183.03 183.39 0.33282 0.36123 28 "028.txt" "right" "right" 0.28889
0.081 0.271 0 0 0.57776 1 186.83 187.13 187.49 0.29949 0.36017 28 "028.txt" "left" "left" 0.27827
0.173 0.759 0 0 1.0368 1 194.99 195.78 196.14 0.78281 0.36324 28 "028.txt" "left" "left" 0.25399
0.033 0.293 180 0 0.61337 0 205.46 205.77 206.13 0.31619 0.36212 28 "028.txt" "right" "left" 0.29718
0.081 2.24 0 0 2.5463 1 213.67 215.94 216.3 2.2656 0.36281 28 "028.txt" "left" "left" 0.2807
0.068 0.293 180 180 0.61378 1 222.65 222.97 223.34 0.31614 0.37106 28 "028.txt" "right" "right" 0.29764
0.033 0.516 180 0 0.81721 0 228.28 228.82 229.18 0.53287 0.36718 28 "028.txt" "right" "left" 0.28434
0.603 1.69 0 0 1.9872 1 233.2 234.91 235.27 1.7158 0.36112 28 "028.txt" "left" "left" 0.2714
0.76 0.484 0 0 0.76209 1 239.35 239.85 240.21 0.49945 0.36352 28 "028.txt" "left" "left" 0.26264
0.603 0.551 180 180 0.82759 1 246.41 246.99 247.36 0.58275 0.36189 28 "028.txt" "right" "right" 0.24484
0.103 1.09 0 0 1.4042 1 253.37 254.49 254.85 1.1159 0.36303 28 "028.txt" "left" "left" 0.2883
0.603 2.02 180 180 2.3101 1 259.22 261.27 261.63 2.0489 0.36055 28 "028.txt" "right" "right" 0.261200000000000
0.033 1.56 0 180 1.8961 0 271.82 273.4 273.76 1.5824 0.3619 28 "028.txt" "left" "right" 0.3137
0.76 0.395 180 180 0.66785 1 277.92 278.33 278.69 0.41595 0.35909 28 "028.txt" "right" "right" 0.2519
